LAMMPS (15 May 2015)
Reading data file ...
  triclinic box = (-0.107635 -0.0404339 -0.357111) to (41.3876 35.9384 29.5551) with tilt (-0.0672341 -17.0362 -0.0417078)
  5 by 2 by 2 MPI processor grid
  reading atoms ...
  4560 atoms
  reading velocities ...
  4560 velocities
  scanning bonds ...
  3 = max bonds/atom
  scanning angles ...
  3 = max angles/atom
  scanning dihedrals ...
  8 = max dihedrals/atom
  scanning impropers ...
  1 = max impropers/atom
  reading bonds ...
  5040 bonds
  reading angles ...
  7200 angles
  reading dihedrals ...
  10560 dihedrals
  reading impropers ...
  2400 impropers
Finding 1-2 1-3 1-4 neighbors ...
 Special bond factors lj:   0          0          0         
 Special bond factors coul: 0          0          0         
  4 = max # of 1-2 neighbors
  8 = max # of 1-3 neighbors
  20 = max # of 1-4 neighbors
  16 = max # of special neighbors
4560 atoms in group all
720 atoms in group C
480 atoms in group S
1920 atoms in group H
720 atoms in group Si
240 atoms in group Na
240 atoms in group Ba
240 atoms in group O
4560 atoms in group naphthalene
2400 atoms in group carbon
960 atoms in group CO
Setting atom values ...
  720 settings made for charge
Setting atom values ...
  720 settings made for charge
Setting atom values ...
  1920 settings made for charge
Setting atom values ...
  480 settings made for charge
Setting atom values ...
  240 settings made for charge
Setting atom values ...
  240 settings made for charge
Setting atom values ...
  240 settings made for charge
Finding 1-2 1-3 1-4 neighbors ...
 Special bond factors lj:   0          0          0.5       
 Special bond factors coul: 0          0          0.5       
  4 = max # of 1-2 neighbors
  8 = max # of 1-3 neighbors
  20 = max # of 1-4 neighbors
  16 = max # of special neighbors
Neighbor list info ...
  4 neighbor list requests
  update every 1 steps, delay 0 steps, check yes
  master list distance cutoff = 12
Setting up run ...
Memory usage per processor = 13.4064 Mbytes
Step Temp Density PotEng E_vdwl E_tail E_coul E_long Press Volume Xy Xz Yz E_mol E_bond E_angle E_dihed 14[1] 14[2] 14[3] msd[4] msd2[4] msd3[4] msd4[4] naphthal Cella Cellb Cellc CellAlpha CellBeta CellGamma 2 3 27[1] 27[2] 27[3] 28[1] 28[2] 28[3] 
  100000    298.70132    1.2509986    3525.9607            0            0            0            0   -1317.4806    44657.537 -0.067234084   -17.036218 -0.041707817    3525.9607     1430.256    1051.5424    888.05271    28.382342    18.849224    14.339136 0.00034950724 0.00034793514  0.087658005  0.087627054    298.70132     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    331.43562    209.70435    28.379641    18.848078    14.338807    28.382059     18.85044    14.338378 
  110000    295.03025    1.2509986    3523.1201            0            0            0            0   -419.48849    44657.537 -0.067234084   -17.036218 -0.041707817    3523.1201    1474.8164    1003.0143    894.05331    28.381608     18.84907    14.337663 0.00033826893 0.00033396764  0.086172646   0.08615515    295.03025     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    325.81946    202.96136    28.380498    18.850739    14.340297    28.380767    18.849518    14.336779 
  120000    297.56988    1.2509986    3554.7218            0            0            0            0   -304.44377    44657.537 -0.067234084   -17.036218 -0.041707817    3554.7218    1485.6988    1013.9255    902.17705    28.381365     18.85135    14.338621 0.00036702449 0.00036610384  0.090643149  0.090601156    297.56988     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    342.72247    220.21469     28.38002    18.848193    14.339456    28.380994    18.851494    14.339351 
  130000    298.81167    1.2509986    3591.9772            0            0            0            0   -180.39362    44657.537 -0.067234084   -17.036218 -0.041707817    3591.9772    1499.6467    1024.0435    912.41161    28.379764    18.843985    14.336219 0.00036234109 0.0003577429  0.090783155  0.090781463    298.81167     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    343.25183    217.40466    28.379762    18.846972    14.339013    28.380331    18.844494    14.336585 
  140000    286.43132    1.2509986    3557.3213            0            0            0            0   -1121.7341    44657.537 -0.067234084   -17.036218 -0.041707817    3557.3213    1493.0402    989.12037    918.76406    28.380728    18.847768    14.340093 0.00034226675 0.00034193044  0.091721801  0.091703888    286.43132     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    346.80086    205.36005    28.379654    18.848753    14.340147    28.380571    18.848423    14.340204 
  150000    299.69021    1.2509986    3564.8854            0            0            0            0    1439.9537    44657.537 -0.067234084   -17.036218 -0.041707817    3564.8854    1460.9541    1039.1806    906.47679    28.378365    18.846325    14.338921 0.00036471381 0.00036047365  0.085510422  0.085507374    299.69021     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    323.31559    218.82829    28.380322     18.85065    14.340625    28.380138    18.845712    14.338963 
  160000    288.77447    1.2509986    3586.0549            0            0            0            0   -414.03594    44657.537 -0.067234084   -17.036218 -0.041707817    3586.0549    1465.0382    1028.3887    934.20609    28.378306    18.845219    14.336188 0.00036455718 0.00036444234  0.082116855  0.082112186    288.77447     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    310.48449    218.73431    28.379593     18.84884    14.339927    28.380747    18.844557    14.335545 
  170000    301.68512    1.2509986    3510.3124            0            0            0            0    340.84389    44657.537 -0.067234084   -17.036218 -0.041707817    3510.3124    1439.4443    1025.3426    893.20868     28.38133    18.846177    14.339297 0.00033487188 0.00033244565  0.087415542  0.087407339    301.68512     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    330.51886    200.92313    28.378147     18.84873    14.339038    28.381683    18.846364    14.339242 
  180000    299.79208    1.2509986    3517.7056            0            0            0            0   -293.69625    44657.537 -0.067234084   -17.036218 -0.041707817    3517.7056    1438.5223    992.39779    922.89581    28.376193     18.84711    14.336403 0.00037364058 0.00037341481   0.08531119  0.085295737    299.79208     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    322.56229    224.18435    28.379225    18.849145    14.339952    28.376119    18.845943       14.336 
  190000    298.80992    1.2509986    3572.0514            0            0            0            0   -374.45182    44657.537 -0.067234084   -17.036218 -0.041707817    3572.0514    1476.2716    998.38876    934.40526    28.371807    18.848173    14.335443 0.00032780338 0.00032509281  0.086705254  0.086641563    298.80992     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    327.83326    196.68203    28.378814    18.847823    14.340501     28.37285    18.848958    14.335508 
  200000    300.52534    1.2509986    3626.9469            0            0            0            0   -27.146265    44657.537 -0.067234084   -17.036218 -0.041707817    3626.9469    1482.4259    1029.3775    952.36602    28.379597    18.849505    14.339259 0.00034760832 0.00034753403  0.086008886  0.085986504    300.52534     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    325.20029    208.56499    28.379432    18.848771    14.339662    28.377157    18.849321    14.337994 
  210000    293.27864    1.2509986    3537.9467            0            0            0            0    812.25713    44657.537 -0.067234084   -17.036218 -0.041707817    3537.9467    1450.4381    1003.9466    922.35862    28.379066    18.847172    14.338828 0.00036922129 0.0003688518  0.085436472  0.085416132    293.27864     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    323.03598    221.53277    28.379275    18.848906     14.33911    28.375487     18.84598    14.338439 
  220000    296.86799    1.2509986    3645.4188            0            0            0            0     1596.086    44657.537 -0.067234084   -17.036218 -0.041707817    3645.4188     1505.282    1029.4779    948.67866     28.37919    18.850638    14.339694 0.00038268155 0.00038228995  0.087886791  0.087859087    296.86799     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    332.30066    229.60893    28.379971    18.848991    14.340106    28.378554     18.85015    14.339329 
  230000    296.67573    1.2509986    3671.7503            0            0            0            0    69.766406    44657.537 -0.067234084   -17.036218 -0.041707817    3671.7503    1528.6953    1046.9699    935.26664    28.381527    18.850416    14.334956 0.00035155445 0.00035099424  0.089723151  0.089692919    296.67573     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    339.24395    210.93267    28.380004    18.849101    14.340231    28.382522    18.849255    14.334333 
  240000    297.83842    1.2509986    3546.5812            0            0            0            0   -1072.6749    44657.537 -0.067234084   -17.036218 -0.041707817    3546.5812     1435.987    993.70961    951.02763    28.378231    18.845614      14.3408 0.00037551108 0.0003740466  0.088166937  0.088150433    297.83842     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    333.35989    225.30665    28.380548    18.849702    14.339716    28.378673    18.845553    14.341163 
  250000    304.55013    1.2509986    3589.2176            0            0            0            0    662.17803    44657.537 -0.067234084   -17.036218 -0.041707817    3589.2176    1484.7752    1009.1809     936.7898    28.380421    18.846799    14.334402 0.00035291745 0.00035283784  0.092017889  0.092004956    304.55013     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    347.92037    211.75047    28.379657    18.848972    14.339899    28.382147    18.846333    14.334668 
  260000     294.6221    1.2509986    3490.9484            0            0            0            0    1893.8295    44657.537 -0.067234084   -17.036218 -0.041707817    3490.9484    1453.7712    985.46242    897.26184    28.381644    18.848397    14.339673 0.00034453608 0.00034138732  0.084788627  0.084763925     294.6221     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    320.58648    206.72165    28.381317    18.849233    14.339686    28.382329    18.848398    14.340398 
  270000    299.63463    1.2509986    3599.6549            0            0            0            0    838.25041    44657.537 -0.067234084   -17.036218 -0.041707817    3599.6549    1452.5301    1061.1798    924.53472    28.376367    18.848426     14.33632 0.00036996718 0.00036782605   0.08388047  0.083860744    299.63463     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    317.15273    221.98031    28.378307    18.849685    14.339281    28.376258    18.848137    14.337201 
  280000    301.04464    1.2509986    3609.2724            0            0            0            0    -1069.311    44657.537 -0.067234084   -17.036218 -0.041707817    3609.2724    1496.3203    1050.4513    906.33648    28.380048    18.846565    14.337737 0.0003365519 0.00033640498  0.084638196   0.08463678    301.04464     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069     320.0177    201.93114    28.379241    18.849012    14.339856    28.380686    18.846201     14.33691 
  290000    301.34069    1.2509986    3457.7301            0            0            0            0   -18.688051    44657.537 -0.067234084   -17.036218 -0.041707817    3457.7301    1443.5609    988.27803    877.07058    28.378882    18.849345    14.337105 0.00034400268 0.00034135395  0.091148255  0.091127422    301.34069     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    344.63228    206.40161    28.380269    18.849138     14.33818    28.379093    18.849914    14.336489 
  300000    297.41447    1.2509986    3623.4611            0            0            0            0    1142.2785    44657.537 -0.067234084   -17.036218 -0.041707817    3623.4611    1512.8215    1030.1058    920.21003     28.37812    18.848019    14.338453 0.00034644685 0.00034577426  0.081921311  0.081902711    297.41447     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    309.74513    207.86811    28.380254    18.849383    14.339859    28.377202     18.84888      14.3377 
  310000     298.8004    1.2509986    3540.5172            0            0            0            0    1610.9492    44657.537 -0.067234084   -17.036218 -0.041707817    3540.5172    1446.8805    1016.2572    924.85509    28.378305    18.848314    14.339168 0.00036466692 0.00036393351  0.087848512  0.087814749     298.8004     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    332.15592    218.80015    28.380188    18.848443    14.339541    28.375655    18.849219    14.338831 
  320000    305.14383    1.2509986    3487.0675            0            0            0            0    865.24666    44657.537 -0.067234084   -17.036218 -0.041707817    3487.0675    1467.7736    997.48369    870.09545    28.379331    18.847389    14.339544 0.00036795173 0.0003649149  0.088638765  0.088624793    305.14383     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    335.14388    220.77104    28.381094    18.848956    14.340457    28.382396    18.845475    14.339965 
  330000    299.31721    1.2509986    3555.8608            0            0            0            0    -218.9361    44657.537 -0.067234084   -17.036218 -0.041707817    3555.8608    1450.9134     1024.759    921.81166    28.384166    18.849974    14.338176 0.00035421676 0.00035291864  0.079835887  0.079801639    299.31721     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    301.86013    212.53006     28.37978    18.848637    14.338586    28.384888    18.848147    14.338423 
  340000    295.31249    1.2509986    3528.8925            0            0            0            0   -515.95764    44657.537 -0.067234084   -17.036218 -0.041707817    3528.8925    1439.2735    1043.1664    888.63345    28.377194    18.849559    14.336637 0.00034016049 0.00033957142  0.085737406  0.085710514    295.31249     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    324.17382    204.09629    28.380248     18.84903    14.339971    28.376248    18.849105    14.336261 
  350000    301.78024    1.2509986    3548.3989            0            0            0            0    178.12086    44657.537 -0.067234084   -17.036218 -0.041707817    3548.3989    1444.3196    1003.0914    939.82955     28.37974    18.846288     14.33837 0.00038662756 0.00038354384  0.094426114  0.094420126    301.78024     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    357.02589    231.97654    28.377851    18.848784    14.339287     28.37747    18.845225    14.337928 
  360000    296.87834    1.2509986    3574.3713            0            0            0            0     125.2869    44657.537 -0.067234084   -17.036218 -0.041707817    3574.3713      1496.15    1005.1121    913.24153    28.376915     18.85131    14.333858 0.00037102569 0.00037048793  0.087947432  0.087899405    296.87834     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    332.52994    222.61541    28.378977    18.849376    14.339375    28.378108    18.851312    14.333941 
  370000    301.27401    1.2509986    3568.6498            0            0            0            0    449.29962    44657.537 -0.067234084   -17.036218 -0.041707817    3568.6498     1469.422    1036.0806    910.27471    28.379146    18.847516    14.338566 0.00035538309 0.0003534882  0.084642405  0.084628409    301.27401     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    320.03361    213.22985    28.379724    18.847651    14.339528    28.376376     18.84659    14.338235 
  380000    302.58644    1.2509986    3565.4989            0            0            0            0    841.93476    44657.537 -0.067234084   -17.036218 -0.041707817    3565.4989    1448.8785     1005.548    949.07158    28.378602     18.84595      14.3394 0.00035655088 0.00035439126  0.088125458  0.088117754    302.58644     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    333.20306    213.93053    28.378251    18.849164    14.338981    28.379066    18.847255    14.339259 
  390000    298.87274    1.2509986     3534.743            0            0            0            0    556.04519    44657.537 -0.067234084   -17.036218 -0.041707817     3534.743    1474.4915    1005.9535     895.5767    28.382202    18.849515    14.334521 0.00035416124 0.00035411261  0.082855642  0.082823072    298.87274     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    313.27784    212.49675    28.379491    18.849102    14.339829    28.382452    18.848968    14.333605 
  400000    300.52313    1.2509986    3526.1313            0            0            0            0     1725.582    44657.537 -0.067234084   -17.036218 -0.041707817    3526.1313    1450.2819    1014.3989     910.7252    28.379782    18.845747    14.335034 0.00035931214 0.00035799859   0.08227154  0.082256921    300.52313     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    311.06935    215.58728    28.378819    18.848205    14.339979     28.38007    18.848215    14.334611 
  410000    297.59285    1.2509986    3586.7637            0            0            0            0    1946.8734    44657.537 -0.067234084   -17.036218 -0.041707817    3586.7637    1470.5654    1020.9174    930.09914    28.376843    18.847362    14.335567 0.00035872469 0.0003569167  0.084916516  0.084887338    297.59285     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    321.07003    215.23481    28.378331    18.848696    14.339184    28.375792    18.847375    14.334198 
  420000    299.11471    1.2509986    3607.5061            0            0            0            0    1044.6092    44657.537 -0.067234084   -17.036218 -0.041707817    3607.5061    1465.3189    1044.4859    937.15185    28.377966     18.84861    14.340807 0.0003610841 0.00036049914  0.087010539  0.086988884    299.11471     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    328.98754    216.65046    28.379918    18.848881    14.340299     28.37739    18.847596    14.340623 
  430000    301.59551    1.2509986    3539.7608            0            0            0            0    -1287.623    44657.537 -0.067234084   -17.036218 -0.041707817    3539.7608    1460.6998    1009.5516    914.41894     28.38424    18.850658    14.342709 0.00033954952 0.00033876997  0.085349968  0.085189341    301.59551     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    322.70891    203.72971    28.378766    18.849236    14.339314    28.389274    18.851024    14.343613 
  440000    301.36672    1.2509986    3546.5084            0            0            0            0    1895.9172    44657.537 -0.067234084   -17.036218 -0.041707817    3546.5084     1463.976    1006.9739    920.60728    28.377204    18.850167     14.33846 0.00037510582 0.00037297146  0.081442841  0.081406025    301.36672     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    307.93603    225.06349    28.380853    18.848341    14.339664    28.374887    18.848891    14.338206 
  450000    301.06807    1.2509986    3549.2002            0            0            0            0   -927.01863    44657.537 -0.067234084   -17.036218 -0.041707817    3549.2002     1434.737    1040.9715    914.98292    28.377767     18.84143    14.336336 0.00036242268 0.00035931953  0.083656752  0.083625616    301.06807     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    316.30685    217.45361    28.378022    18.849877     14.33967    28.375797    18.842429    14.334867 
  460000     298.7555    1.2509986     3559.474            0            0            0            0    906.44593    44657.537 -0.067234084   -17.036218 -0.041707817     3559.474    1439.5429    1020.6602    932.38174    28.381162    18.845117    14.340328 0.00038383621 0.0003811876  0.088281987  0.088257198     298.7555     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069     333.7949    230.30172    28.380804    18.849296    14.340644    28.382657    18.843874    14.341024 
  470000    297.23843    1.2509986    3537.8993            0            0            0            0   -895.87961    44657.537 -0.067234084   -17.036218 -0.041707817    3537.8993    1469.4008    1010.0245    902.63621    28.376639    18.849232    14.341861 0.00033631087 0.00033403024  0.085505953  0.085457141    297.23843     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    323.29869    201.78652    28.378171    18.849321    14.340152    28.374436    18.848324    14.340698 
  480000    300.66768    1.2509986     3549.996            0            0            0            0   -599.31487    44657.537 -0.067234084   -17.036218 -0.041707817     3549.996    1494.9273    998.43523    904.05008     28.37563    18.845942    14.337703  0.000364965 0.00036423919  0.086756061  0.086699642    300.66768     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    328.02536      218.979    28.380113    18.849254    14.339039    28.372337    18.846146    14.336968 
  490000    301.68413    1.2509986    3602.4765            0            0            0            0    734.79751    44657.537 -0.067234084   -17.036218 -0.041707817    3602.4765    1464.5799    1018.5084      956.631    28.383326    18.847737     14.33879 0.00038599274 0.00038527862  0.086185259  0.086180455    301.68413     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    325.86715    231.59564    28.378754    18.848782    14.339508    28.381276    18.847071    14.337599 
  500000    303.19603    1.2509986    3605.6475            0            0            0            0    2318.3057    44657.537 -0.067234084   -17.036218 -0.041707817    3605.6475    1489.3251    1027.7212    930.97792    28.380405     18.84378    14.340035 0.00034367829 0.00034320298  0.090372827  0.090341896    303.19603     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    341.70038    206.20697      28.3791    18.849302    14.340066     28.38417    18.844535    14.340589 
  510000    294.10741    1.2509986    3598.9066            0            0            0            0   -1297.1999    44657.537 -0.067234084   -17.036218 -0.041707817    3598.9066    1437.1842    1033.9795    963.66812    28.374447    18.844907    14.333477 0.00035876467 0.00035616157  0.092318774  0.092246577    294.10741     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    349.05802     215.2588    28.380816    18.848222    14.339012    28.372395    18.845022    14.333144 
  520000    297.20052    1.2509986    3563.4838            0            0            0            0   -1586.9505    44657.537 -0.067234084   -17.036218 -0.041707817    3563.4838    1479.0113    1014.4243    915.76313    28.377579    18.845957    14.338044 0.00036751802 0.00036256604  0.081693535  0.081689849    297.20052     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    308.88391    220.51081    28.379957    18.849013    14.337449    28.377949    18.845855    14.337529 
  530000    303.57013    1.2509986    3476.4475            0            0            0            0   -437.17418    44657.537 -0.067234084   -17.036218 -0.041707817    3476.4475    1480.7224    942.66457    893.38403    28.378154    18.853691    14.338101 0.00034443824 0.00034401836  0.086142038  0.086072527    303.57013     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    325.70374    206.66295    28.380015    18.848726    14.339994    28.379087     18.85367    14.338612 
  540000    300.30911    1.2509986    3538.5942            0            0            0            0    1200.8421    44657.537 -0.067234084   -17.036218 -0.041707817    3538.5942    1473.5734    990.83327    917.56669     28.37944    18.849172    14.333855 0.00035782312 0.00035705178  0.087465955  0.087432325    300.30911     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    330.70948    214.69387     28.37914    18.849334    14.338935    28.378864    18.849078     14.33282 
  550000    301.82701    1.2509986     3557.011            0            0            0            0   -134.39856    44657.537 -0.067234084   -17.036218 -0.041707817     3557.011    1462.5416    1027.7841    912.41721    28.382399    18.850216    14.337709 0.00036956345 0.0003688008  0.086768688  0.086726162    301.82701     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069     328.0731    221.73807    28.379291    18.849837    14.339754     28.38413    18.850333    14.337789 
  560000    296.61965    1.2509986    3531.3655            0            0            0            0   -1639.2928    44657.537 -0.067234084   -17.036218 -0.041707817    3531.3655    1452.3906    1009.9942    912.79235    28.376755    18.850459    14.340237 0.00033242033 0.00033194556  0.084013825  0.083979206    296.61965     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    317.65694     199.4522    28.378951    18.848748    14.339445    28.378193    18.849611    14.341123 
  570000    294.45468    1.2509986    3592.0122            0            0            0            0    1068.6521    44657.537 -0.067234084   -17.036218 -0.041707817    3592.0122    1466.0326    1014.8562    948.67396    28.378143    18.848691    14.336567 0.00034989216 0.00034948514  0.083675162   0.08366016    294.45468     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    316.37646     209.9353    28.379626    18.849615    14.339438    28.381193    18.849053    14.337801 
  580000    303.04532    1.2509986     3519.143            0            0            0            0     754.4129    44657.537 -0.067234084   -17.036218 -0.041707817     3519.143    1464.7607    992.21589    901.55102    28.377525    18.847477    14.340454 0.00034923493 0.00034887207  0.087969381  0.087940476    303.04532     41.49527    35.978931    34.423473    90.016431    119.66323    90.107069    332.61293    209.54096    28.379471    18.849453    14.340041     28.37758    18.848281     14.34127 
